Clave de incidencia,Nombre del proyecto,Resumen,Descripción,Tipo de Incidencia,Principal,Story Point,Creada,Paso a Done,j.10% Título descriptivo,k.10% Claridad y consistencia,l.10% Estándar JIT,m.20% Uso de Gherkin,n.10% Criterios SMART,o.10% Segmentación INVEST,p.5% Revisión colaborativa,q.10% Seguimiento y ajustes,r.5% Prioridad y valor,s.5% Documentación adecuada,t.5% Uso de plantilla estándar,v. Suma de checklist,Tipo Normalizado,Explicación Título descriptivo,Explicación Claridad y consistencia,Explicación Uso de Gherkin,Explicación Criterios SMART,Explicación Segmentación INVEST,Explicación Uso de plantilla estándar
1148816,Capa de Integración V2,AWS - lambda report_subscriber_elasticsearch - Optimizar escritura logs,"Yo como Equipo de Arquitectura

Quiero se realice la optimización de escritrua de logs garantizando:

* No se repiten trazas
** Escribir en logs petición request API(info)
** Escribir en logs petición request Backend ( url, header, params, body) (info)
** Escribir en logs respuesta Backend (codigo, estado, mensaje)(info)
** Escribir en logs respuesta API (código, estado, mensaje) ( debug )
** Escribir los de error especificos, no stack completo

Para poder de esta forma realizar reducción de costos relacionados a escritura de información en cloudwatch



Url lambda AWS: [https://us-east-1.console.aws.amazon.com/lambda/home?region=us-east-1#/functions/report_subscriber_elasticsearch?tab=code|https://us-east-1.console.aws.amazon.com/lambda/home?region=us-east-1#/functions/report_subscriber_elasticsearch?tab=code]",Historia,1148804,,11/02/2025 16:29,05/03/2025 12:48,10.0,10.0,10.0,20.0,10.0,10.0,5.0,10.0,5.0,5.0,0.0,95.0,historia,"SÍ es título descriptivo. Respuesta LLM: Sí, el título describe claramente el objetivo de optimizar la escritura de logs en AWS Lambda y está correlacionado con la descripción. Se menciona específicamente la optimización de la escritura de logs para reducir costos en CloudWatch.","SÍ cumple claridad. Respuesta LLM: No.

La historia de usuario es clara en cuanto a lo que se espera que se haga (optimización de escritura de logs), pero la descripción es un poco confusa y desordenada. Además, no explica claramente por qué es necesario llevar a cabo esta optimización. Se podría mejorar la claridad y consistencia de la historia de usuario.","Promedio de m de 2 CA: [20.0, 20.0]","Promedio de n de 2 CA: [10.0, 10.0]","SÍ cumple INVEST. Respuesta LLM: No. La historia de usuario no cumple con el criterio INVEST de ser pequeña y específica. La historia abarca múltiples requisitos y acciones diferentes, lo que la hace demasiado amplia y difícil de estimar y testear de forma efectiva. Además, no es clara en cuanto a la funcionalidad exacta que se espera lograr.","No se detecta plantilla 'Como..., quiero..., para...'."
1148620,Capa de Integración V2,"Dado que se consuma el API transactionalEventDataManagement. Cuando se consuma el recurso ""/V1/Utilities/data/transaction/event/publish-POST"". Con data Valida pero falle el backend. Entonces genera HTTP 500 y el respectivo detalle de la respuesta",,Criterio de aceptación,1111137,,11/02/2025 14:55,18/02/2025 13:22,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: Sí, el texto está en formato Gherkin (Given/When/Then) porque sigue la estructura de ""Dado/Cuando/Entonces"" claramente indicando el contexto, la acción y el resultado esperado en cada una de las partes.",SÍ cumple SMART. Respuesta LLM: Sí. Específico: Se refiere a un escenario específico de consumo de un API. Medible: Se espera que genere un HTTP 500 y el detalle de la respuesta. Alcanzable: Es un escenario que puede ocurrir en el desarrollo de un API. Relevante: Es relevante para asegurar que se gestionen adecuadamente los errores en el backend. Tiempo definido: No se especifica un tiempo definido en,,
1144464,Capa de Integración V2,Evidencias el uso del handler correcto para el objeto MPG en Datapower Externo,"*Dado:* Que se exponga el MPG en Datapower Externo

*Cuando:* Se valide el uso correcto de su respectivo handler para ATH-ICBS

*Entonces:* Este debe devolver la información de la consulta de estado de una transacción en ICBS.",Criterio de aceptación,1125888,,06/02/2025 15:49,18/02/2025 04:11,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: No. 

El texto no está en formato Given/When/Then. En este formato se presentarían escenarios con situaciones específicas (Given), acciones a realizar (When) y resultados esperados (Then). El texto simplemente menciona un objetivo sin establecer un contexto claro ni un resultado esperado.","SÍ cumple SMART. Respuesta LLM: Sí. Este criterio es SMART:
- Específico: Se refiere a evidenciar el uso del handler correcto para el objeto MPG en Datapower Externo.
- Medible: Se puede medir si el handler es el correcto o no a través de pruebas y validaciones.
- Alcanzable: Es posible verificar si se está utilizando el handler correcto en el objeto MPG.
- Relevante: Es importante para asegurar el correct",,
1144123,Capa de Integración V2,DADO QUE se recibe una peticion tipo SOA CUANDO quieren consumir a SISCOI desde la neuva version de PBIT ENTONCES DP Externo e Interno hacen el paso del mensaje tal cual a SISCOI,,Criterio de aceptación,1144112,,06/02/2025 14:55,07/02/2025 16:44,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: No. El texto no está en formato Gherkin, ya que no sigue la estructura de Given/When/Then. En lugar de eso, parece ser una descripción de un proceso sin la clara separación de las partes de un escenario de prueba en Gherkin.","SÍ cumple SMART. Respuesta LLM: Sí, es un criterio SMART.

- Específico: Se menciona claramente que se trata de una petición tipo SOA y que se consumirá a SISCOI desde la nueva versión de PBIT.
- Medible: Se puede medir si el paso del mensaje se hace tal cual a SISCOI.
- Alcanzable: Es factible realizar el paso del mensaje según lo especificado.
- Relevante: Es relevante para el proceso",,
1144112,Capa de Integración V2,Datapower - Consulta de Ordener de Pago y operaciones SISCOI HNF,"yo

como

quiero

para



Ajuste TÃ©cnico:

Eliminar la exposición de la fachada rest de lo desarrollado en la HU  [https://bancodebogota.atlassian.net/browse/MANG-8989|https://bancodebogota.atlassian.net/browse/MANG-8989|smart-link] ",Historia No Funcional ( Habilitadora),781094,,06/02/2025 14:52,13/02/2025 22:07,10.0,10.0,10.0,20.0,10.0,10.0,5.0,10.0,5.0,5.0,0.0,95.0,historia no funcional,"SÍ es título descriptivo. Respuesta LLM: No. El título no describe claramente el objetivo o funcionalidad, y no está correlacionado con la descripción. El título debería ser más específico y explicativo sobre lo que la funcionalidad o la consulta de Ordener de Pago y operaciones SISCOI HNF realmente implican.","SÍ cumple claridad. Respuesta LLM: No.

La historia de usuario no cumple con ninguno de los puntos mencionados. La descripción está incompleta y no tiene sentido, además de contener errores de formato. También falta información sobre lo que se necesita y por qué.",Promedio de m de 1 CA: [20.0],Promedio de n de 1 CA: [10.0],"SÍ cumple INVEST. Respuesta LLM: No. No cumple con los criterios INVEST, ya que la descripción de la historia de usuario no proporciona información clara sobre quién es el usuario, cuál es su necesidad, qué desea lograr y por qué. Además, no es clara ni específica en cuanto a la funcionalidad a desarrollar.","No se detecta plantilla 'Como..., quiero..., para...'."
1142864,Tribu API Canales y transaccional producto,"Dado que necesito casos de pruebas en la consulta para un cliente que tiene una T.D. asociada a mas de una cta cte y/o  Cta Ah sin T.C. Cuando se realicen las pruebas, entonces se debe garantizar que funcione de forma correcta antes de iniciar la certif.",,Criterio de aceptación,1136581,,05/02/2025 18:41,17/02/2025 21:18,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: No. El texto no está en formato Gherkin (Given/When/Then) ya que no sigue la estructura de tener una sección de ""Given"" donde se establecen las condiciones iniciales, una sección de ""When"" que describe la acción que se va a realizar, y finalmente una sección de ""Then"" que especifica el resultado esperado. El texto presenta condiciones y acciones, pero no está claramente dividido en esas secciones.","SÍ cumple SMART. Respuesta LLM: Sí. Este criterio de aceptación es SMART:
- Específico: Se refiere a la necesidad de casos de prueba específicos en una consulta para un cliente con ciertas características.
- Medible: Se puede medir si las pruebas realizadas garantizan el correcto funcionamiento antes de iniciar la certificación.
- Alcanzable: Es posible realizar pruebas específicas para verificar la funcionalidad requerida.
- Relevante: Es relev",,
1142863,Tribu API Canales y transaccional producto,"Dado que necesito  casos de pruebas en la consulta para un cliente que tiene una T.D. asociada a mas de una cta cte y/o  Cta Ah y 1 T.C. Cuando se realicen las pruebas, entonces se debe garantizar que funcione de forma correcta antes de iniciar la certif.",,Criterio de aceptación,1136581,,05/02/2025 18:41,17/02/2025 21:18,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: No.

Este texto no está en formato Given/When/Then ya que no sigue la estructura establecida para este tipo de especificaciones. No menciona claramente cuál es la situación inicial (Given), qué acción se va a realizar (When) y cuál es el resultado esperado (Then). Además, contiene información confusa y poco detallada que dificulta la comprensión de las condiciones y resultados deseados.","SÍ cumple SMART. Respuesta LLM: Sí. Este criterio de aceptación es SMART:
- Específico: Se menciona claramente qué se espera que suceda en la consulta para un cliente específico.
- Medible: Se puede medir si la consulta funciona correctamente antes de iniciar la certificación.
- Alcanzable: Es posible lograr que la consulta funcione de forma correcta.
- Relevante: Es importante para garantizar el buen funcionamiento antes de la certificación.",,
1142862,Tribu API Canales y transaccional producto,"Dado que necesito casos de pruebas en la consulta para un cliente que tiene una T.D. asociada a una cta cte o  Cta Ah y sin T.C. Cuando se realicen las pruebas, entonces se debe garantizar que funcione de forma correcta antes de iniciar la certificación",,Criterio de aceptación,1136581,,05/02/2025 18:40,17/02/2025 21:18,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: No. 

El texto presenta elementos de descripción de la situación actual y de la acción a realizar, pero no está claramente estructurado en formato Given/When/Then. No se separan claramente las condiciones iniciales, la acción que se va a realizar y los resultados esperados.","SÍ cumple SMART. Respuesta LLM: Sí, es un criterio SMART. 
- Específico: Se especifica claramente lo que se necesita en términos de casos de pruebas y condiciones.
- Medible: Se puede medir si los casos de prueba funcionan de forma correcta antes de la certificación.
- Alcanzable: Es factible garantizar que funcione de forma correcta antes de iniciar la certificación.
- Relevante: Es relevante para el proceso de",,
1142861,Tribu API Canales y transaccional producto,Dado que: necesito casos de pruebas en la consulta para un cliente que tiene una T.D. asociada a una cta cte o Cta Ah y 1 T.C. Cuando se realicen las pruebas entonces se debe garantizar que funcione de forma correcta antes de iniciar la certificación,,Criterio de aceptación,1136581,,05/02/2025 18:40,17/02/2025 21:17,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: Sí. El texto está en formato Gherkin ya que contiene la estructura de Given/When/Then. En el texto se establece el contexto (Given/Dado), la acción que se va a realizar (When/Cuando) y el resultado esperado (Then/Entonces).","SÍ cumple SMART. Respuesta LLM: Sí. Especifica claramente qué se necesita, es medible al indicar que se deben realizar pruebas, es alcanzable al mencionar que se deben garantizar que funcione de forma correcta y es relevante al mejorar la calidad del producto. Además, establece un tiempo definido al mencionar que debe funcionar antes de iniciar la certificación.",,
1142860,Tribu API Canales y transaccional producto,Dado que se establecieron casos de pruebas en la consulta para un cliente que tiene una T.D. asociada a una cta cte o  Cta Ah y 1 T.C. Cuando se realicen las pruebas entonces se debe garantizar que funcione de forma correcta antes de iniciar la certif,,Criterio de aceptación,1136581,,05/02/2025 18:40,17/02/2025 21:17,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: No. Aunque el texto menciona elementos relacionados con un escenario de prueba (casos de pruebas, realizar pruebas, garantizar que funcione correctamente), no sigue el formato típico de Gherkin (Given/When/Then). En este caso, sería más adecuado usar un enfoque más orientado a especificaciones de requerimientos.","SÍ cumple SMART. Respuesta LLM: No

Explicación: Aunque el resumen es específico, relevante y tiempo definido, no es medible ni alcanzable. No se establece cómo se va a medir el éxito de las pruebas ni se menciona si es factible completarlas en un tiempo determinado.",,
1142858,Tribu API Canales y transaccional producto,Proceso batch de transacciones de recaudos,"Dado que una transacción de recaudo es recibida en el proceso batch
    Cuando el archivo de movimientos extract es generado
    Entonces se deben generar registros independientes de abono para el convenio principal y el subconvenio",Criterio de aceptación,1142855,,05/02/2025 18:38,27/02/2025 14:29,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: No. 

El texto proporcionado no cumple con el formato de Given/When/Then de Gherkin. Este formato consiste en describir el escenario de una prueba en tres partes: Given (Dado) describe el estado inicial, When (Cuando) describe la acción que se va realizar y Then (Entonces) describe el resultado esperado. El texto proporcionado simplemente describe un proceso sin especificar claramente cada una de estas partes.","SÍ cumple SMART. Respuesta LLM: Sí. El resumen del Criterio de Aceptación parece ser SMART porque es específico en mencionar el proceso batch de transacciones de recaudos, es medible al referirse a un proceso concreto que se puede evaluar, es alcanzable al tratarse de una tarea concreta dentro de un proceso establecido, es relevante para el proyecto o tarea que se está llevando a cabo, y aunque no menciona un tiempo definido,",,
1142857,Tribu API Canales y transaccional producto,Configuración de convenios y subconvenios,"Dado que un convenio o subconvenio estÃ¡ configurado
    Cuando se realiza una transacción de recaudo
    Entonces se deben aplicar las mismas consideraciones que fue realizada en la certificación de PSP
    Y se debe verificar si el abono es en lÃ­nea o en batch
    Y se debe verificar si el abono es detallado o consolidado por canal
    Y se debe verificar si el convenio es del Banco de BogotÃ¡ o Aval
    Y se debe verificar que la cuenta relacionada exista y tenga un estado vÃ¡lido para realizar la operación",Criterio de aceptación,1142855,,05/02/2025 18:38,27/02/2025 14:29,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: No. Este texto no sigue el formato Gherkin (Given/When/Then) porque no presenta una estructura clara de pasos de acciones (Given), eventos (When) y resultados (Then). En su lugar, el texto parece describir simplemente un tema o título sin indicar claramente las acciones que se deben tomar.","SÍ cumple SMART. Respuesta LLM: Sí. El resumen del Criterio de Aceptación parece ser SMART:
- Específico: Se refiere a la configuración de convenios y subconvenios.
- Medible: Se puede medir si se logra configurar los convenios y subconvenios de manera adecuada.
- Alcanzable: Parece ser una tarea alcanzable en el contexto del proyecto.
- Relevante: Es relevante para el objetivo del proyecto",,
1142856,Tribu API Canales y transaccional producto,Recepción y procesamiento de transacciones de recaudos para convenios y subconvenios,"Dado que una transacción de recaudo es recibida desde AVC
Cuando las Ãºltimas dos posiciones del campo 104  en la mensajerÃ­a base24 contienen el código del subconvenio
Entonces la transacción debe ser procesada para el subconvenio correspondiente",Criterio de aceptación,1142855,,05/02/2025 18:37,27/02/2025 14:29,0.0,0.0,10.0,0.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,45.0,criterios de aceptación,,,"NO cumple Gherkin. Respuesta LLM: No. 

El texto no está en formato Gherkin (Given/When/Then) porque no describe claramente los pasos o acciones que se deben seguir. Además, no incluye las palabras clave ""Dado/Cuando/Entonces"" que son características del formato Gherkin.","SÍ cumple SMART. Respuesta LLM: - Específico: Sí, se menciona claramente la tarea de recepción y procesamiento de transacciones de recaudos para convenios y subconvenios.
- Medible: Sí, se puede medir la cantidad de transacciones recibidas y procesadas.
- Alcanzable: Sí, es una tarea que puede ser realizada por el equipo encargado de recaudos.
- Relevante: Sí, es relevante",,
1142854,Tribu API Canales y transaccional producto,"Dado que Necesito garantizar la consistencia de la transaccion Cuando: Se tiene alta carga transaccional Entonces: Espero que en caso de tener error, que exista un archivo aparte para validar mejor estos mensajes ",,Criterio de aceptación,1140055,,05/02/2025 18:31,17/02/2025 16:54,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: Sí, el texto está en formato Gherkin (Dado/Cuando/Entonces) porque sigue la estructura clásica de describir un contexto (Dado), una acción (Cuando) y un resultado esperado (Entonces).","SÍ cumple SMART. Respuesta LLM: Sí
Este criterio de aceptación es SMART porque es específico al mencionar la necesidad de garantizar la consistencia de la transacción, es medible al indicar que se debe poder validar los mensajes de error a través de un archivo aparte, es alcanzable al ser una funcionalidad que se puede implementar, es relevante ya que asegura la integridad de las transacciones y tiene un tiempo definido al indicar que debe estar implement",,
1142853,Tribu API Canales y transaccional producto,"Dado que Necesito garantizar la consistencia de la transaccion Cuando: Se tiene alta carga transaccional Entonces: Espero que se obtengan estadÃ­sticos, con información relevante como TPS, cantidad de transacciones y porcentaje de error",,Criterio de aceptación,1140055,,05/02/2025 18:31,17/02/2025 16:54,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: No. 

El texto no está en formato Gherkin (Given/When/Then) ya que no sigue la estructura clara de los tres bloques de instrucciones Dado, Cuando y Entonces. A pesar de que se mencionan los elementos ""Dado"", ""Cuando"" y ""Entonces"", no están presentados en forma de acciones claras y específicas.","SÍ cumple SMART. Respuesta LLM: Sí, es un criterio SMART.
- Específico: Se menciona claramente lo que se espera obtener.
- Medible: Se mencionan métricas como TPS, cantidad de transacciones y porcentaje de error para medir el resultado.
- Alcanzable: Parece alcanzable en un entorno con alta carga transaccional.
- Relevante: Proporciona información relevante para garantizar la consistencia de la trans",,
1142851,Tribu API Canales y transaccional producto,Dado que Necesito garantizar la consistencia de la transaccion Cuando: Se tiene alta carga transaccional Entonces: Espero que se realicen pruebas con 20 hilos de procesamiento desde servicios del Bus,,Criterio de aceptación,1140055,,05/02/2025 18:31,17/02/2025 16:54,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: Sí, el texto está en formato Given/When/Then. 

Explicación: El texto sigue la estructura de Gherkin, donde se presenta un contexto (Dado), una acción (Cuando) y un resultado esperado (Entonces).","SÍ cumple SMART. Respuesta LLM: Sí. Este criterio de aceptación es SMART porque es específico (garantizar la consistencia de la transacción), medible (pruebas con 20 hilos de procesamiento), alcanzable (es posible realizar pruebas con esa cantidad de hilos), relevante (asegurar la consistencia en alta carga transaccional) y tiene un tiempo definido (realizar pruebas con 20 hilos de procesamiento).",,
1142850,Tribu API Canales y transaccional producto,Dado que Necesito garantizar la consistencia de la transaccion Cuando: Se tiene alta carga transaccional Entonces: Espero que se realicen pruebas con 5 y/o 10 hilos de procesamiento desde servicios del Bus,,Criterio de aceptación,1140055,,05/02/2025 18:31,17/02/2025 16:54,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: Sí. El texto está en formato Gherkin (Dado/Cuando/Entonces) ya que presenta claramente las secciones de Given, When y Then.","SÍ cumple SMART. Respuesta LLM: Sí. Es un criterio SMART.
- Específico: Se menciona claramente la necesidad de garantizar la consistencia de la transacción.
- Medible: Se establece realizar pruebas con 5 y/o 10 hilos de procesamiento.
- Alcanzable: Es factible realizar pruebas con esa cantidad de hilos de procesamiento.
- Relevante: Es importante asegurar la consistencia de la transacción en situaciones de",,
1142849,Tribu API Canales y transaccional producto,"Dado que Necesito garantizar la consistencia de la transaccion Cuando: Se tiene alta carga transaccional Entonces: Espero que en caso de tener error, que exista un archivo aparte para validar mejor estos mensajes ",,Criterio de aceptación,1139940,,05/02/2025 18:30,17/02/2025 16:54,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: Sí, el texto está en formato Gherkin (Dado/Cuando/Entonces) porque sigue la estructura clásica de describir un contexto (Dado), una acción (Cuando) y un resultado esperado (Entonces).","SÍ cumple SMART. Respuesta LLM: Sí
Este criterio de aceptación es SMART porque es específico al mencionar la necesidad de garantizar la consistencia de la transacción, es medible al indicar que se debe poder validar los mensajes de error a través de un archivo aparte, es alcanzable al ser una funcionalidad que se puede implementar, es relevante ya que asegura la integridad de las transacciones y tiene un tiempo definido al indicar que debe estar implement",,
1142848,Tribu API Canales y transaccional producto,"Dado que Necesito garantizar la consistencia de la transaccion Cuando: Se tiene alta carga transaccional Entonces: Espero que se obtengan estadÃ­sticos, con información relevante como TPS, cantidad de transacciones y porcentaje de error",,Criterio de aceptación,1139940,,05/02/2025 18:30,17/02/2025 16:54,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: No. 

El texto no está en formato Gherkin (Given/When/Then) ya que no sigue la estructura clara de los tres bloques de instrucciones Dado, Cuando y Entonces. A pesar de que se mencionan los elementos ""Dado"", ""Cuando"" y ""Entonces"", no están presentados en forma de acciones claras y específicas.","SÍ cumple SMART. Respuesta LLM: Sí, es un criterio SMART.
- Específico: Se menciona claramente lo que se espera obtener.
- Medible: Se mencionan métricas como TPS, cantidad de transacciones y porcentaje de error para medir el resultado.
- Alcanzable: Parece alcanzable en un entorno con alta carga transaccional.
- Relevante: Proporciona información relevante para garantizar la consistencia de la trans",,
1142847,Tribu API Canales y transaccional producto,Dado que Necesito garantizar la consistencia de la transaccion Cuando: Se tiene alta carga transaccional Entonces: Espero que se realicen pruebas con 20 hilos de procesamiento desde servicios del Bus,,Criterio de aceptación,1139940,,05/02/2025 18:30,17/02/2025 16:54,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: Sí, el texto está en formato Given/When/Then. 

Explicación: El texto sigue la estructura de Gherkin, donde se presenta un contexto (Dado), una acción (Cuando) y un resultado esperado (Entonces).","SÍ cumple SMART. Respuesta LLM: Sí. Este criterio de aceptación es SMART porque es específico (garantizar la consistencia de la transacción), medible (pruebas con 20 hilos de procesamiento), alcanzable (es posible realizar pruebas con esa cantidad de hilos), relevante (asegurar la consistencia en alta carga transaccional) y tiene un tiempo definido (realizar pruebas con 20 hilos de procesamiento).",,
1142846,Tribu API Canales y transaccional producto,Dado que Necesito garantizar la consistencia de la transaccion Cuando: Se tiene alta carga transaccional Entonces: Espero que se realicen pruebas con 5 y/o 10 hilos de procesamiento desde servicios del Bus,,Criterio de aceptación,1139940,,05/02/2025 18:30,17/02/2025 16:54,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: Sí. El texto está en formato Gherkin (Dado/Cuando/Entonces) ya que presenta claramente las secciones de Given, When y Then.","SÍ cumple SMART. Respuesta LLM: Sí. Es un criterio SMART.
- Específico: Se menciona claramente la necesidad de garantizar la consistencia de la transacción.
- Medible: Se establece realizar pruebas con 5 y/o 10 hilos de procesamiento.
- Alcanzable: Es factible realizar pruebas con esa cantidad de hilos de procesamiento.
- Relevante: Es importante asegurar la consistencia de la transacción en situaciones de",,
1142845,Tribu API Canales y transaccional producto,Identificación de mejoras en la vista,Dado que se va a realizar separación del alistamiento de la información cuando son dÃ­as de fines de semana y festivos entonces se debe validar que la generación del archivo cuando es mÃ¡s de un dÃ­a de procesamiento se mejore,Criterio de aceptación,1137130,,05/02/2025 18:17,,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: No.

Explicación: El texto no sigue el formato Given/When/Then de Gherkin, ya que no se mencionan acciones específicas que se realizan en un contexto dado (Given), en un momento determinado (When) y los resultados esperados (Then). El texto simplemente menciona la identificación de mejoras en la vista, pero no sigue la estructura de Gherkin.","SÍ cumple SMART. Respuesta LLM: Sí. El criterio de aceptación es SMART:
- Específico: Se refiere a la identificación de mejoras en la vista.
- Medible: Se puede medir el éxito de la identificación de mejoras.
- Alcanzable: Es un objetivo alcanzable dentro del desarrollo del proyecto.
- Relevante: Es relevante para mejorar la experiencia del usuario.
- Tiempo definido: Aunque no se menciona un plazo específico",,
1142812,Tribu API Canales y transaccional producto,Tratamiento contable de transacciones P2P y QR,"Dado que una transacción P2P o QR es recibida
    Cuando se genera la contabilidad
    Entonces ambas transacciones deben ser tratadas como QR a nivel contable
    Y los campos 1 o 2 se deben generar respectivamente segÃºn tipo de cuenta en la misma posición para P2P y QR",Criterio de aceptación,1142807,,05/02/2025 17:56,14/02/2025 04:11,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: No, el texto no está en formato Gherkin (Given/When/Then) porque no presenta una estructura clara de pasos o acciones a seguir. En cambio, simplemente menciona un tema sin indicar las acciones específicas que se deben realizar en cada etapa.","SÍ cumple SMART. Respuesta LLM: Sí. El resumen del criterio de aceptación es específico porque se centra en el tratamiento contable de transacciones P2P y QR, es medible ya que se puede verificar si se ha realizado el tratamiento contable correctamente, es alcanzable al ser una tarea factible de realizar, es relevante al estar relacionado con el objetivo del proyecto, y aunque no menciona un tiempo definido, se podría establecer un plazo para su ejecución.",,
1142811,Tribu API Canales y transaccional producto,Entrega de datos para Impacs y Savings,"Dado que una transacción P2P es recibida
Cuando el archivo de movimientos es generado
Entonces se debe enviar el signo de admiración ""!"" en el campo Canal
Y se debe enviar ""Q009"" para dÃ©bito y ""Q010"" para crÃ©dito en el campo Id_Tx

Dado que una transacción QR es recibida
Cuando el archivo de movimientos es generado
Entonces se debe seguir enviando el guion al piso ""_"" en el campo Canal
Y se debe seguir enviando los valores establecidos en el campo Id_Tx",Criterio de aceptación,1142807,,05/02/2025 17:55,14/02/2025 04:10,0.0,0.0,10.0,0.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,45.0,criterios de aceptación,,,"NO cumple Gherkin. Respuesta LLM: No. 

El texto no está en formato Gherkin (Given/When/Then) o (Dado/Cuando/Entonces) ya que no presenta la estructura característica de los escenarios descritos en este formato, que comienzan con ""Dado"", ""Cuando"" y ""Entonces"" para describir las condiciones iniciales, la acción a realizar y el resultado esperado, respectivamente.","SÍ cumple SMART. Respuesta LLM: Sí. Este criterio de aceptación es SMART porque es específico en lo que se espera entregar (datos para Impacts y Savings), es medible en términos de si los datos han sido entregados o no, es alcanzable ya que es una tarea factible de realizar, es relevante para el proyecto, y está definido en cuanto al tiempo en que se espera la entrega de los datos.",,
1142810,Tribu API Canales y transaccional producto,Información en el archivo Batch (extract) de transacciones QR y P2P,"Dado que una transacción QR Interoperable es recibida en el proceso Batch
    Cuando el archivo de movimientos es generado
    Entonces se debe recibir el signo de admiración ""!"" en la posición 375 del campo Canal para P2P
    Y se debe seguir recibiendo el guion al piso ""_"" para QR
    Y se debe recibir ""Q009"" para dÃ©bito y ""Q010"" para crÃ©dito en las posiciones 442 a 445 del campo Id_Tx para P2P
    Y no debe haber afectación en las posiciones 442 a 445 del campo Id_Tx para QR",Criterio de aceptación,1142807,,05/02/2025 17:55,10/02/2025 22:22,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,SÍ cumple Gherkin. Respuesta LLM: No. El texto proporcionado no está en formato Gherkin (Given/When/Then) o (Dado/Cuando/Entonces). Este texto parece ser una descripción general de un archivo de transacciones QR y P2P y no sigue el formato específico de Gherkin para describir escenarios de prueba en un lenguaje estructurado.,"SÍ cumple SMART. Respuesta LLM: Sí, es un criterio SMART.
- Específico: Se refiere a la información en el archivo Batch (extract) de transacciones QR y P2P.
- Medible: Se puede medir ya que se puede revisar si la información está presente en el archivo.
- Alcanzable: Es posible lograrlo si se tiene acceso al archivo Batch de transacciones.
- Relevante: Es relevante para verificar las transacciones de QR y P2",,
